Source_Wallet_ID,Dest_Wallet_ID,Timestamp,Amount,Token_Type
W_Normal_19,W_Normal_22841,2026-01-12 07:04:00,12.9271,BTC
W_Normal_19,W_Normal_24682,2026-02-27 17:23:00,11.611,BTC
W_Normal_20,W_Normal_53549,2026-01-15 11:05:00,5.3433,BTC
W_Normal_21,W_Normal_84075,2026-01-28 03:34:00,7.3439,BTC
W_Normal_21,W_Normal_51014,2026-01-05 00:52:00,5.3877,BTC
W_Normal_22,W_Normal_12865,2026-01-27 15:13:00,11.2692,BTC
W_Normal_23,W_Normal_11243,2026-01-25 01:17:00,6.486,BTC
W_Normal_23,W_Normal_52493,2026-03-01 23:45:00,9.0123,BTC
W_Normal_23,W_Normal_788,2026-03-10 14:01:00,3.6023,BTC
W_Normal_23,W_Normal_16408,2026-02-13 21:39:00,4.5642,BTC
W_Normal_24,W_Normal_24207,2026-02-27 18:56:00,11.636,BTC
W_Normal_24,W_Normal_17199,2026-01-10 18:33:00,13.485,BTC
W_Normal_24,W_Normal_34288,2026-02-04 14:52:00,5.0916,BTC
W_Normal_25,W_Normal_9459,2026-01-25 19:33:00,3.1101,BTC
W_Normal_25,W_Normal_45329,2026-01-25 10:26:00,9.3691,BTC
W_Normal_26,W_Normal_97396,2026-02-12 22:42:00,11.5425,BTC
W_Normal_26,W_Normal_7389,2026-01-10 23:50:00,6.0344,BTC
W_Normal_26,W_Normal_63723,2026-03-11 10:18:00,10.6521,BTC
W_Normal_26,W_Normal_5594,2026-02-04 02:47:00,7.022,BTC
W_Normal_26,W_Normal_96600,2026-01-26 13:41:00,12.6947,BTC
W_Normal_26,W_Normal_62375,2026-01-04 00:08:00,5.9883,BTC
W_Normal_26,W_Normal_29636,2026-02-26 20:25:00,4.9838,BTC
W_Normal_26,W_Normal_55887,2026-02-01 05:04:00,7.3889,BTC
W_Normal_26,W_Normal_90226,2026-01-03 06:03:00,0.0827,BTC
W_Normal_26,W_Normal_80458,2026-01-16 01:52:00,7.4698,BTC
W_Normal_27,W_Normal_84749,2026-01-22 23:27:00,10.5212,BTC
W_Normal_27,W_Normal_58828,2026-01-15 13:42:00,3.0148,BTC
W_Normal_28,W_Normal_76420,2026-02-27 01:02:00,7.4609,BTC
W_Normal_28,W_Normal_67627,2026-01-20 07:57:00,7.258,BTC
W_Normal_28,W_Normal_94754,2026-01-28 09:54:00,13.1852,BTC
W_Normal_28,W_Normal_66488,2026-01-27 19:26:00,13.9249,BTC
W_Normal_29,W_Normal_37350,2026-01-16 05:45:00,4.7534,BTC
W_Normal_29,W_Normal_8580,2026-01-10 15:44:00,0.1699,BTC
W_Normal_30,W_Normal_16440,2026-02-25 21:25:00,9.9578,BTC
W_Normal_30,W_Normal_55046,2026-01-18 17:20:00,12.1158,BTC
W_Normal_30,W_Normal_77583,2026-01-09 18:33:00,9.3568,BTC
W_Normal_31,W_Normal_21171,2026-01-22 03:01:00,6.0651,BTC
W_Normal_32,W_Normal_73351,2026-02-19 22:02:00,13.9647,BTC
W_Normal_32,W_Normal_8427,2026-02-09 21:29:00,0.446,BTC
W_Normal_32,W_Normal_49817,2026-02-21 23:52:00,5.5122,BTC
W_Normal_32,W_Normal_59304,2026-03-03 13:37:00,2.7783,BTC
W_Normal_33,W_Normal_61019,2026-02-03 04:57:00,10.3778,BTC
W_Normal_33,W_Normal_90950,2026-03-09 06:38:00,0.6536,BTC
W_Normal_33,W_Normal_35711,2026-01-27 15:35:00,9.1468,BTC
W_Normal_33,W_Normal_66649,2026-01-05 09:21:00,0.3451,BTC
W_Normal_34,W_Normal_22724,2026-02-05 21:29:00,9.3704,BTC
W_Normal_34,W_Normal_73855,2026-01-29 19:58:00,14.2593,BTC
W_Normal_35,W_Normal_86390,2026-01-07 12:08:00,13.8436,BTC
W_Normal_36,W_Normal_43524,2026-01-18 01:56:00,2.8093,BTC
W_Normal_36,W_Normal_74558,2026-01-28 02:31:00,10.7242,BTC
W_Normal_36,W_Normal_58799,2026-02-22 05:34:00,6.3874,BTC
W_Normal_37,W_Normal_85215,2026-02-09 04:31:00,9.2864,BTC
W_Normal_37,W_Normal_79690,2026-02-05 12:19:00,1.2101,BTC
W_Normal_38,W_Normal_23531,2026-01-04 20:45:00,0.8457,BTC
W_Normal_38,W_Normal_27310,2026-03-05 08:02:00,13.3956,BTC
W_Normal_39,W_Normal_89152,2026-01-20 02:54:00,0.5311,BTC
W_Normal_39,W_Normal_85114,2026-02-09 15:55:00,3.5777,BTC
W_Normal_40,W_Normal_69393,2026-01-18 08:12:00,1.018,BTC
W_Normal_40,W_Normal_465,2026-02-10 05:43:00,1.4212,BTC
W_Normal_41,W_Normal_88072,2026-01-16 11:36:00,10.398,BTC
W_Normal_42,W_Normal_41111,2026-02-14 18:17:00,1.6046,BTC
W_Normal_42,W_Normal_7722,2026-01-17 19:23:00,0.0608,BTC
W_Normal_42,W_Normal_22129,2026-01-04 13:02:00,5.7932,BTC
W_Normal_43,W_Normal_95084,2026-03-10 09:50:00,0.5713,BTC
W_Normal_43,W_Normal_18642,2026-02-25 19:28:00,4.7105,BTC
W_Normal_44,W_Normal_9206,2026-01-03 13:38:00,13.4597,BTC
W_Normal_45,W_Normal_86742,2026-02-25 10:55:00,0.504,BTC
W_Normal_45,W_Normal_7979,2026-01-08 01:58:00,8.9146,BTC
W_Normal_46,W_Normal_54589,2026-02-07 16:26:00,8.6291,BTC
W_Normal_46,W_Normal_86215,2026-02-16 09:37:00,14.8593,BTC
W_Normal_46,W_Normal_58863,2026-01-23 02:14:00,5.0163,BTC
W_Normal_47,W_Normal_15646,2026-01-28 00:53:00,11.5256,BTC
W_Normal_48,W_Normal_11577,2026-01-17 23:25:00,10.2266,BTC
W_Normal_48,W_Normal_28634,2026-01-05 19:04:00,14.0295,BTC
W_Normal_48,W_Normal_92175,2026-01-28 01:32:00,12.5291,BTC
W_Normal_48,W_Normal_68182,2026-01-20 05:33:00,8.9707,BTC
W_Normal_48,W_Normal_93375,2026-02-02 12:03:00,8.8762,BTC
W_Normal_48,W_Normal_37767,2026-02-24 14:15:00,10.3935,BTC
W_Normal_48,W_Normal_50289,2026-02-24 08:17:00,4.5381,BTC
W_Normal_48,W_Normal_52996,2026-03-05 01:11:00,5.3814,BTC
W_Normal_48,W_Normal_43317,2026-03-08 21:04:00,8.7775,BTC
W_Normal_48,W_Normal_98621,2026-02-22 14:10:00,11.279,BTC
W_Normal_49,W_Normal_71157,2026-02-02 08:26:00,6.9401,BTC
W_Normal_49,W_Normal_18194,2026-03-06 11:56:00,0.1939,BTC
W_Normal_49,W_Normal_64626,2026-02-14 02:52:00,10.0492,BTC
W_Normal_49,W_Normal_85595,2026-02-03 03:31:00,4.9464,BTC
W_Normal_49,W_Normal_55504,2026-02-25 05:21:00,8.3903,BTC
W_Normal_49,W_Normal_74723,2026-02-25 13:11:00,4.0663,BTC
W_Normal_49,W_Normal_5391,2026-02-25 03:46:00,5.0175,BTC
W_Normal_49,W_Normal_33704,2026-02-23 04:04:00,9.2167,BTC
W_Normal_49,W_Normal_64765,2026-02-22 15:04:00,10.7346,BTC
W_Normal_49,W_Normal_68924,2026-02-25 19:29:00,0.1071,BTC
W_Normal_50,W_Normal_18448,2026-02-19 12:00:00,14.2879,BTC
W_Normal_51,W_Normal_63385,2026-01-13 15:11:00,11.3796,BTC
W_Normal_51,W_Normal_1222,2026-03-07 22:56:00,1.2438,BTC
W_Normal_51,W_Normal_71580,2026-02-20 12:03:00,12.3268,BTC
W_Normal_52,W_Normal_13828,2026-01-03 11:47:00,9.6096,BTC
W_Normal_52,W_Normal_37955,2026-03-02 12:24:00,8.9627,BTC
W_Normal_52,W_Normal_4164,2026-01-23 03:12:00,8.6763,BTC
W_Normal_52,W_Normal_17230,2026-03-05 12:12:00,2.2294,BTC
W_Normal_53,W_Normal_65049,2026-01-24 07:19:00,0.1566,BTC
W_Normal_54,W_Normal_44535,2026-01-07 22:11:00,14.8817,BTC
W_Normal_55,W_Normal_89425,2026-01-25 04:52:00,7.6311,BTC
W_Normal_55,W_Normal_68823,2026-01-03 20:48:00,7.3161,BTC
W_Normal_56,W_Normal_51351,2026-01-12 00:44:00,4.7413,BTC
W_Normal_57,W_Normal_83888,2026-03-03 22:03:00,1.2661,BTC
W_Normal_57,W_Normal_30708,2026-01-09 23:56:00,9.8759,BTC
W_Normal_58,W_Normal_53679,2026-03-05 05:10:00,10.151,BTC
W_Normal_58,W_Normal_70872,2026-02-10 10:33:00,12.2566,BTC
W_Normal_58,W_Normal_15065,2026-01-06 02:39:00,10.1623,BTC
W_Normal_59,W_Normal_40775,2026-01-07 17:32:00,4.685,BTC
W_Normal_59,W_Normal_67064,2026-02-15 06:20:00,4.9324,BTC
W_Normal_59,W_Normal_75828,2026-01-28 18:26:00,7.5687,BTC
W_Normal_59,W_Normal_90006,2026-02-04 08:47:00,8.5305,BTC
W_Normal_59,W_Normal_52361,2026-02-03 05:53:00,5.0922,BTC
W_Normal_59,W_Normal_83772,2026-01-26 00:05:00,0.7341,BTC
W_Normal_59,W_Normal_3090,2026-02-27 09:18:00,5.3462,BTC
W_Normal_59,W_Normal_71601,2026-01-24 05:28:00,5.5496,BTC
W_Normal_59,W_Normal_82450,2026-01-29 14:22:00,8.5054,BTC
W_Normal_59,W_Normal_41265,2026-02-07 21:24:00,3.5996,BTC
W_Normal_60,W_Normal_74444,2026-01-02 13:17:00,6.4251,BTC
W_Normal_61,W_Normal_3926,2026-03-10 15:17:00,8.0796,BTC
W_Normal_62,W_Normal_39046,2026-02-27 16:15:00,6.1053,BTC
W_Normal_62,W_Normal_65012,2026-03-08 00:41:00,6.4961,BTC
W_Normal_63,W_Normal_68653,2026-02-11 01:15:00,4.3495,BTC
W_Normal_63,W_Normal_38536,2026-03-01 11:41:00,14.4376,BTC
W_Normal_64,W_Normal_90132,2026-01-24 20:25:00,9.5501,BTC
W_Normal_64,W_Normal_61365,2026-01-14 20:45:00,6.0338,BTC
W_Normal_65,W_Normal_818,2026-02-07 12:22:00,13.3297,BTC
W_Normal_65,W_Normal_5766,2026-01-01 13:57:00,0.2415,BTC
W_Normal_66,W_Normal_3904,2026-02-07 01:15:00,6.4515,BTC
W_Normal_66,W_Normal_50743,2026-02-01 09:02:00,3.5581,BTC
W_Normal_67,W_Normal_70138,2026-03-01 18:28:00,11.7685,BTC
W_Normal_67,W_Normal_93535,2026-02-12 19:41:00,10.7677,BTC
W_Normal_67,W_Normal_39704,2026-02-25 11:06:00,2.6654,BTC
W_Normal_67,W_Normal_32869,2026-01-20 00:02:00,11.4884,BTC
W_Normal_67,W_Normal_80348,2026-02-20 08:18:00,7.0317,BTC
W_Normal_67,W_Normal_39531,2026-02-16 12:22:00,9.5296,BTC
W_Normal_67,W_Normal_81064,2026-02-03 03:52:00,12.9368,BTC
W_Normal_67,W_Normal_76282,2026-02-26 17:48:00,12.8533,BTC
W_Normal_67,W_Normal_52705,2026-01-11 05:41:00,5.0292,BTC
W_Normal_67,W_Normal_41671,2026-02-06 03:02:00,1.8854,BTC
W_Normal_68,W_Normal_60201,2026-01-31 00:20:00,7.3825,BTC
W_Normal_68,W_Normal_98113,2026-01-27 05:46:00,9.0731,BTC
W_Normal_69,W_Normal_80058,2026-01-05 17:11:00,3.6234,BTC
W_Normal_69,W_Normal_36726,2026-01-30 15:30:00,11.5205,BTC
W_Normal_70,W_Normal_75170,2026-01-19 09:15:00,12.7024,BTC
W_Normal_71,W_Normal_81062,2026-01-03 07:20:00,14.4541,BTC
W_Normal_71,W_Normal_68408,2026-03-09 09:11:00,0.8614,BTC
W_Normal_71,W_Normal_27990,2026-01-22 12:34:00,11.5697,BTC
W_Normal_72,W_Normal_99143,2026-01-19 17:50:00,8.8982,BTC
W_Normal_72,W_Normal_60226,2026-01-26 12:34:00,3.6879,BTC
W_Normal_72,W_Normal_6348,2026-02-05 09:46:00,2.2466,BTC
W_Normal_72,W_Normal_9703,2026-02-08 19:24:00,2.7883,BTC
W_Normal_72,W_Normal_33619,2026-01-11 09:42:00,3.5022,BTC
W_Normal_72,W_Normal_80060,2026-02-27 19:25:00,11.365,BTC
W_Normal_72,W_Normal_57977,2026-03-04 18:20:00,2.4843,BTC
W_Normal_72,W_Normal_76880,2026-01-21 10:24:00,8.8331,BTC
W_Normal_72,W_Normal_95781,2026-01-14 15:58:00,8.5413,BTC
W_Normal_72,W_Normal_575,2026-01-29 03:17:00,1.8087,BTC
W_Normal_73,W_Normal_7800,2026-01-09 16:50:00,9.6622,BTC
W_Normal_73,W_Normal_96161,2026-01-28 08:20:00,9.8099,BTC
W_Normal_73,W_Normal_6682,2026-01-07 04:55:00,2.0952,BTC
W_Normal_73,W_Normal_43145,2026-01-15 23:44:00,8.6395,BTC
W_Normal_74,W_Normal_24578,2026-02-20 11:50:00,11.3271,BTC
W_Normal_74,W_Normal_77609,2026-01-07 06:25:00,6.4129,BTC
W_Normal_75,W_Normal_79644,2026-02-27 12:06:00,2.0804,BTC
W_Normal_75,W_Normal_92367,2026-01-10 06:10:00,7.4663,BTC
W_Normal_75,W_Normal_57260,2026-01-05 22:16:00,2.051,BTC
W_Normal_75,W_Normal_17748,2026-03-10 04:11:00,14.6871,BTC
W_Normal_75,W_Normal_23269,2026-02-23 16:47:00,14.6169,BTC
W_Normal_75,W_Normal_20419,2026-02-07 20:03:00,11.6116,BTC
W_Normal_75,W_Normal_3314,2026-02-02 12:52:00,13.3576,BTC
W_Normal_75,W_Normal_32070,2026-01-05 11:36:00,9.9428,BTC
W_Normal_75,W_Normal_96713,2026-02-19 10:28:00,14.7269,BTC
W_Normal_75,W_Normal_20901,2026-01-17 04:28:00,4.0223,BTC
W_Normal_76,W_Normal_74440,2026-01-16 19:16:00,10.3557,BTC
W_Normal_77,W_Normal_41015,2026-01-04 03:11:00,4.0797,BTC
W_Normal_78,W_Normal_3645,2026-02-17 15:03:00,1.8418,BTC
W_Normal_79,W_Normal_41937,2026-01-06 03:59:00,13.1846,BTC
W_Normal_79,W_Normal_27633,2026-02-03 22:28:00,9.5845,BTC
W_Normal_79,W_Normal_23352,2026-03-05 10:12:00,3.4253,BTC
W_Normal_79,W_Normal_17314,2026-01-19 05:06:00,12.6506,BTC
W_Normal_80,W_Normal_89647,2026-02-26 12:40:00,8.1972,BTC
W_Normal_80,W_Normal_19497,2026-02-10 13:08:00,13.9141,BTC
W_Normal_81,W_Normal_22246,2026-01-06 20:53:00,12.6679,BTC
W_Normal_82,W_Normal_22726,2026-03-07 21:24:00,14.3107,BTC
W_Normal_82,W_Normal_19236,2026-02-10 11:51:00,12.4447,BTC
W_Normal_83,W_Normal_23686,2026-03-07 10:50:00,8.726,BTC
W_Normal_83,W_Normal_13015,2026-01-10 10:41:00,13.1072,BTC
W_Normal_83,W_Normal_39687,2026-01-22 05:19:00,3.1059,BTC
W_Normal_83,W_Normal_7730,2026-03-10 21:28:00,8.7178,BTC
W_Normal_83,W_Normal_17341,2026-02-15 12:17:00,3.0358,BTC
W_Normal_83,W_Normal_85328,2026-03-04 07:12:00,0.0541,BTC
W_Normal_83,W_Normal_10003,2026-02-24 21:01:00,6.0213,BTC
W_Normal_83,W_Normal_32608,2026-02-21 14:36:00,0.1507,BTC
W_Normal_83,W_Normal_93892,2026-01-16 03:52:00,8.4527,BTC
W_Normal_83,W_Normal_14622,2026-02-04 14:31:00,7.1593,BTC
W_Normal_84,W_Normal_91691,2026-01-15 17:33:00,8.7939,BTC
W_Normal_84,W_Normal_77439,2026-03-09 02:07:00,4.4566,BTC
W_Normal_84,W_Normal_43828,2026-01-18 23:57:00,14.9492,BTC
W_Normal_84,W_Normal_15969,2026-01-19 03:17:00,1.8175,BTC
W_Normal_85,W_Normal_67511,2026-01-12 15:04:00,13.9479,BTC
W_Normal_85,W_Normal_60615,2026-02-06 20:55:00,7.7825,BTC
W_Normal_86,W_Normal_87298,2026-02-22 00:04:00,12.7126,BTC
W_Normal_86,W_Normal_11561,2026-03-02 09:13:00,11.7572,BTC
W_Normal_86,W_Normal_4812,2026-02-11 03:13:00,14.0204,BTC
W_Normal_86,W_Normal_82026,2026-02-15 18:25:00,13.1711,BTC
W_Normal_87,W_Normal_44026,2026-02-02 02:15:00,11.3094,BTC
W_Normal_87,W_Normal_24319,2026-03-06 10:12:00,14.0996,BTC
W_Normal_87,W_Normal_33554,2026-01-05 08:45:00,9.0687,BTC
W_Normal_87,W_Normal_88162,2026-01-27 21:48:00,13.5554,BTC
W_Normal_88,W_Normal_75494,2026-02-05 02:48:00,1.0688,BTC
W_Normal_88,W_Normal_14405,2026-03-01 05:22:00,1.0658,BTC
W_Normal_89,W_Normal_61821,2026-01-19 02:13:00,6.3744,BTC
W_Normal_90,W_Normal_890,2026-03-09 10:41:00,7.3564,BTC
W_Normal_90,W_Normal_55862,2026-03-01 01:55:00,9.758,BTC
W_Normal_91,W_Normal_82884,2026-01-12 13:00:00,12.0675,BTC
W_Normal_91,W_Normal_94592,2026-01-25 06:04:00,7.5478,BTC
W_Normal_91,W_Normal_82144,2026-02-09 21:31:00,3.9171,BTC
W_Normal_91,W_Normal_67782,2026-02-06 01:45:00,0.958,BTC
W_Normal_92,W_Normal_68381,2026-02-01 18:17:00,13.0152,BTC
W_Normal_93,W_Normal_16716,2026-01-11 05:45:00,13.0729,BTC
W_Normal_93,W_Normal_73140,2026-02-16 21:11:00,10.8241,BTC
W_Normal_94,W_Normal_85438,2026-01-20 16:39:00,8.2314,BTC
W_Normal_94,W_Normal_16658,2026-01-21 02:56:00,4.2838,BTC
W_Normal_94,W_Normal_97644,2026-01-03 19:48:00,6.4594,BTC
W_Normal_95,W_Normal_33407,2026-02-12 07:37:00,9.7721,BTC
W_Normal_95,W_Normal_88339,2026-01-20 22:23:00,12.0242,BTC
W_Normal_96,W_Normal_66207,2026-01-27 10:21:00,0.494,BTC
W_Normal_97,W_Normal_87574,2026-02-21 23:37:00,5.6286,BTC
W_Normal_97,W_Normal_73691,2026-03-03 21:03:00,3.5185,BTC
W_Normal_97,W_Normal_62593,2026-02-22 05:52:00,0.8855,BTC
W_Normal_98,W_Normal_88520,2026-02-24 09:54:00,6.1106,BTC
W_Normal_98,W_Normal_72151,2026-01-13 12:40:00,14.7898,BTC
W_Normal_99,W_Normal_89317,2026-02-09 01:50:00,5.7973,BTC
W_Normal_99,W_Normal_7432,2026-03-01 06:58:00,8.8087,BTC
W_Normal_100,W_Normal_1333,2026-01-03 09:24:00,0.0094,BTC
W_Normal_101,W_Normal_34445,2026-01-25 19:19:00,9.681,BTC
W_Normal_102,W_Normal_5221,2026-03-10 22:02:00,10.2295,BTC
W_Normal_102,W_Normal_45588,2026-03-09 09:40:00,9.9759,BTC
W_Normal_103,W_Normal_70977,2026-02-06 15:09:00,7.1817,BTC
W_Normal_104,W_Normal_16467,2026-03-07 15:51:00,3.1274,BTC
W_Normal_104,W_Normal_85323,2026-02-23 12:38:00,2.9364,BTC
W_Normal_105,W_Normal_11142,2026-01-07 21:36:00,1.8097,BTC
W_Normal_105,W_Normal_48494,2026-02-20 02:05:00,9.0432,BTC
W_Normal_106,W_Normal_83312,2026-01-02 02:57:00,12.6948,BTC
W_Normal_107,W_Normal_90447,2026-01-14 19:56:00,14.6708,BTC
W_Normal_108,W_Normal_19700,2026-02-22 10:53:00,13.7305,BTC
W_Normal_108,W_Normal_36309,2026-01-27 16:10:00,9.5136,BTC
W_Normal_109,W_Normal_89254,2026-01-08 22:47:00,8.1468,BTC
W_Normal_109,W_Normal_85581,2026-02-04 17:00:00,12.4467,BTC
W_Normal_109,W_Normal_76855,2026-02-19 11:38:00,14.2971,BTC
W_Normal_109,W_Normal_56811,2026-01-02 15:25:00,1.5955,BTC
W_Normal_109,W_Normal_42592,2026-02-27 02:41:00,11.4198,BTC
W_Normal_109,W_Normal_42605,2026-02-20 00:25:00,10.6388,BTC
W_Normal_109,W_Normal_91472,2026-01-02 23:13:00,1.1393,BTC
W_Normal_109,W_Normal_49385,2026-02-21 04:36:00,5.9392,BTC
W_Normal_109,W_Normal_95894,2026-01-03 18:53:00,10.3143,BTC
W_Normal_109,W_Normal_51403,2026-01-03 14:46:00,13.5723,BTC
W_Normal_110,W_Normal_14575,2026-01-08 21:16:00,11.0286,BTC
W_Normal_110,W_Normal_97372,2026-02-19 04:29:00,8.7928,BTC
W_Normal_110,W_Normal_53740,2026-01-27 01:18:00,2.6813,BTC
W_Normal_111,W_Normal_79166,2026-02-20 21:05:00,8.442,BTC
W_Normal_112,W_Normal_78628,2026-01-22 04:00:00,6.5459,BTC
W_Normal_112,W_Normal_15477,2026-01-19 03:07:00,12.8901,BTC
W_Normal_112,W_Normal_38550,2026-01-17 23:39:00,2.4735,BTC
W_Normal_112,W_Normal_91976,2026-02-16 14:32:00,14.2208,BTC
W_Normal_113,W_Normal_43497,2026-01-07 06:44:00,0.1865,BTC
W_Normal_114,W_Normal_71384,2026-03-08 11:03:00,7.7494,BTC
W_Normal_115,W_Normal_54935,2026-01-13 21:50:00,13.6422,BTC
W_Normal_116,W_Normal_60829,2026-01-04 23:18:00,12.301,BTC
W_Normal_116,W_Normal_45820,2026-01-06 11:03:00,13.1373,BTC
W_Normal_116,W_Normal_22363,2026-01-08 06:32:00,3.0589,BTC
W_Normal_116,W_Normal_23042,2026-03-11 03:55:00,9.9019,BTC
W_Normal_117,W_Normal_76606,2026-02-25 03:56:00,6.4246,BTC
W_Normal_117,W_Normal_33993,2026-03-01 01:23:00,0.5521,BTC
W_Normal_117,W_Normal_43957,2026-03-07 16:37:00,0.0128,BTC
W_Normal_118,W_Normal_63742,2026-02-09 08:52:00,14.0726,BTC
W_Normal_118,W_Normal_40558,2026-01-10 06:16:00,1.5876,BTC
W_Normal_119,W_Normal_94982,2026-01-31 06:35:00,6.5619,BTC
W_Normal_119,W_Normal_10015,2026-02-26 06:21:00,7.7102,BTC
W_Normal_119,W_Normal_74707,2026-01-28 13:45:00,13.0692,BTC
W_Normal_120,W_Normal_39843,2026-03-03 04:13:00,1.3984,BTC
W_Normal_120,W_Normal_35786,2026-02-07 12:16:00,1.6595,BTC
W_Normal_120,W_Normal_31826,2026-01-27 08:28:00,7.5376,BTC
W_Normal_121,W_Normal_80885,2026-02-10 02:45:00,0.8183,BTC
W_Normal_121,W_Normal_26531,2026-01-04 12:41:00,5.5896,BTC
W_Normal_121,W_Normal_60743,2026-01-29 20:26:00,13.8625,BTC
W_Normal_121,W_Normal_50297,2026-01-23 10:43:00,6.8281,BTC
W_Normal_122,W_Normal_63515,2026-02-21 01:35:00,11.1712,BTC
W_Normal_122,W_Normal_30580,2026-02-03 01:42:00,6.0107,BTC
W_Normal_122,W_Normal_21869,2026-01-18 23:51:00,3.72,BTC
W_Normal_122,W_Normal_67645,2026-02-24 22:45:00,14.713,BTC
W_Normal_123,W_Normal_99013,2026-01-16 21:06:00,11.6223,BTC
W_Normal_123,W_Normal_21721,2026-02-15 14:31:00,10.15,BTC
W_Normal_123,W_Normal_74411,2026-01-29 12:35:00,13.7086,BTC
W_Normal_124,W_Normal_43263,2026-03-05 09:02:00,11.6848,BTC
W_Normal_125,W_Normal_8092,2026-02-08 03:16:00,3.7995,BTC
W_Normal_126,W_Normal_54122,2026-02-28 12:32:00,14.253,BTC
W_Normal_126,W_Normal_26164,2026-01-24 17:36:00,14.8919,BTC
W_Normal_126,W_Normal_81908,2026-01-15 20:13:00,6.8007,BTC
W_Normal_126,W_Normal_69144,2026-01-17 16:13:00,10.9723,BTC
W_Normal_126,W_Normal_25374,2026-02-22 21:52:00,11.1486,BTC
W_Normal_126,W_Normal_72097,2026-01-26 06:36:00,9.2455,BTC
W_Normal_126,W_Normal_71701,2026-01-24 19:07:00,14.4419,BTC
W_Normal_126,W_Normal_8398,2026-02-04 19:28:00,1.0861,BTC
W_Normal_126,W_Normal_96849,2026-01-12 22:56:00,6.487,BTC
W_Normal_126,W_Normal_98917,2026-01-16 17:08:00,4.1874,BTC
W_Normal_127,W_Normal_89381,2026-02-23 18:31:00,6.4245,BTC
W_Normal_128,W_Normal_96061,2026-03-01 14:30:00,4.0351,BTC
W_Normal_128,W_Normal_48391,2026-01-07 00:50:00,13.8825,BTC
W_Normal_129,W_Normal_85903,2026-02-20 17:00:00,0.3769,BTC
